token_GN	lemma_NL	upos	line	note	check
Frais	Frais	PROPN	101	NA	NA
haarn	haaren	VERB	101	NA	NA
Woldfrais	Woldfrais	PROPN	101	NA	NA
,	,	PUNCT	101	NA	NA
as	als	SCONJ	101	NA	NA
grootste	groot	ADJ	101	NA	NA
dialekt	dialeken	VERB	101	NA	NA
,	,	PUNCT	101	NA	NA
en	en	CCONJ	101	NA	NA
Klaaifrais	Klaaifrais	PROPN	101	NA	NA
,	,	PUNCT	101	NA	NA
dat	dat	PRON	101	NA	NA
vanoldsheer	vanoldshaar	ADV	101	NA	NA
de	de	DET	101	NA	NA
			0	NA	NA
hoogste	hoog	ADJ	102	NA	NA
stoates	stoate	NOUN	102	NA	NA
haar	hebben	VERB	102	NA	NA
,	,	PUNCT	102	NA	NA
wiedvot	wiedweg	VERB	102	NA	NA
maiste	veel	ADV	102	NA	NA
invloud	invloed	ADJ	102	NA	NA
had	hebben	VERB	102	NA	NA
.	.	PUNCT	102	NA	NA
Zuudhouks	Zuudhouks	ADV	103	NA	NA
wuir	worden	AUX	103	NA	NA
vrijwel	vrijwel	ADJ	103	NA	NA
boeten	buiten	ADP	103	NA	NA
beschaauwen	beschaauw	VERB	103	NA	NA
loaten	laten	VERB	103	NA	NA
,	,	PUNCT	103	NA	NA
in	in	ADP	103	NA	NA
tieds	tieds	NOUN	103	NA	NA
dat	dat	SCONJ	103	NA	NA
de	de	DET	103	NA	NA
vaaier	veel	NUM	103	NA	NA
lutje	klein	ADJ	103	NA	NA
dialekten	dialekten	NOUN	103	NA	NA
hailmoal	helmaal	ADV	103	NA	NA
negeerd	negeren	VERB	103	NA	NA
wuiren	worden	AUX	103	NA	NA
.	.	PUNCT	103	NA	NA
Doch	doch	ADV	104	NA	NA
bestaait	bestaan	VERB	104	NA	NA
der	er	ADV	104	NA	NA
in	in	ADP	104	NA	NA
Frais	Frais	PROPN	104	NA	NA
n	een	DET	104	NA	NA
,	,	PUNCT	104	NA	NA
veur	voor	ADP	104	NA	NA
standerdtoal	standerdtaal	NOUN	104	NA	NA
,	,	PUNCT	104	NA	NA
haile	heel	ADJ	104	NA	NA
ongewone	ongewoon	ADJ	104	NA	NA
vraaihaid	vraaiheid	NOUN	104	NA	NA
wat	wat	PRON	104	NA	NA
woordgebruuk	woordgebruik	NOUN	104	NA	NA
aangaait	aangaan	VERB	104	NA	NA
.	.	PUNCT	104	NA	NA
Eerste	een	ADJ	105	NA	NA
offisjele	offisjel	ADJ	105	NA	NA
spellen	spellen	VERB	105	NA	NA
,	,	PUNCT	105	NA	NA
de	de	DET	105	NA	NA
Selskipsstavering	Selskipsstavering	PROPN	105	NA	NA
,	,	PUNCT	105	NA	NA
dateert	dateert	ADV	105	NA	NA
oet	uit	ADP	105	NA	NA
1879	1879	NUM	105	NA	NA
.	.	PUNCT	105	NA	NA
In	in	ADP	106	NA	NA
1948	1948	NUM	106	NA	NA
wuir	worden	AUX	106	NA	NA
dij	die	PRON	106	NA	NA
vervongen	vervongen	VERB	106	NA	NA
deur	door	ADP	106	NA	NA
de	de	DET	106	NA	NA
Akademystavering	Akademystavering	PROPN	106	NA	NA
,	,	PUNCT	106	NA	NA
ook	ook	ADV	106	NA	NA
wel	wel	ADV	106	NA	NA
olle	oud	ADJ	106	NA	NA
spellen	spellen	VERB	106	NA	NA
nuimd	noemen	VERB	106	NA	NA
.	.	PUNCT	106	NA	NA
In	in	ADP	107	NA	NA
1980	1980	NUM	107	NA	NA
wuir	worden	AUX	107	NA	NA
ook	ook	ADV	107	NA	NA
dij	die	PRON	107	NA	NA
weer	weer	ADV	107	NA	NA
vervongen	vervongen	VERB	107	NA	NA
,	,	PUNCT	107	NA	NA
deur	door	ADP	107	NA	NA
Steatesstavering	Steatesstavering	PROPN	107	NA	NA
,	,	PUNCT	107	NA	NA
ook	ook	ADV	107	NA	NA
wel	wel	ADV	107	NA	NA
nije	nieuw	ADJ	107	NA	NA
spellen	spellen	NOUN	107	NA	NA
,	,	PUNCT	107	NA	NA
dij	die	PRON	107	NA	NA
tegenswoordeg	tegenswoordig	ADJ	107	NA	NA
nog	nog	ADV	107	NA	NA
in	in	ADP	107	NA	NA
gebruuk	gebruik	NOUN	107	NA	NA
is	zijn	AUX	107	NA	NA
.	.	PUNCT	107	NA	NA
Vergeliek	Vergelijk	ADJ	108	NA	NA
in	in	ADP	108	NA	NA
onderstoande	onderstont	VERB	108	NA	NA
tabel	tabel	SCONJ	108	NA	NA
de	de	DET	108	NA	NA
telwoorden	telwoorden	NOUN	108	NA	NA
ain	een	NUM	108	NA	NA
tot	toe	ADP	108	NA	NA
en	en	CCONJ	108	NA	NA
met	met	ADP	108	NA	NA
tien	tien	NUM	108	NA	NA
tou	toe	ADP	108	NA	NA
in	in	ADP	108	NA	NA
Standerdfrais	Standerdfrais	PROPN	108	NA	NA
en	en	CCONJ	108	NA	NA
de	de	DET	108	NA	NA
vijer	vij	NOUN	108	NA	NA
maist	meestal	ADV	108	NA	NA
oafwiekende	oafwiekend	ADJ	108	NA	NA
dialekten	dialekten	NOUN	108	NA	NA
.	.	PUNCT	108	NA	NA
Fraise	Frees	ADJ	109	NA	NA
alfabet	alfabet	NOUN	109	NA	NA
bestaait	bestaan	VERB	109	NA	NA
nait	niet	PART	109	NA	NA
zo	zo	ADV	109	NA	NA
as	als	SCONJ	109	NA	NA
Nederlaandse	Nederlaands	ADJ	109	NA	NA
alfabet	alfabet	ADV	109	NA	NA
oet	uit	ADP	109	NA	NA
26	26	NUM	109	NA	NA
letters	letter	NOUN	109	NA	NA
,	,	PUNCT	109	NA	NA
moar	maar	CCONJ	109	NA	NA
oet	uit	ADP	109	NA	NA
23	2	NUM	109	NA	NA
.	.	PUNCT	109	NA	NA
In	in	ADP	110	NA	NA
Frais	Frais	PROPN	110	NA	NA
kommen	komen	VERB	110	NA	NA
noamelk	nt	ADV	110	NA	NA
letters	letter	NOUN	110	NA	NA
"	"	PUNCT	110	NA	NA
q	q	NOUN	110	NA	NA
"	"	PUNCT	110	NA	NA
en	en	CCONJ	110	NA	NA
“	“	PUNCT	110	NA	NA
"	"	PUNCT	110	NA	NA
x	x	NOUN	110	NA	NA
"	"	PUNCT	110	NA	NA
nait	niet	PART	110	NA	NA
veur	voor	ADP	110	NA	NA
.	.	PUNCT	110	NA	NA
Bovendat	Bovendat	PRON	111	NA	NA
wordt	worden	AUX	111	NA	NA
letter	letter	NOUN	111	NA	NA
"	"	PUNCT	111	NA	NA
y	y	NOUN	111	NA	NA
"	"	PUNCT	111	NA	NA
zain	zien	VERB	111	NA	NA
as	als	SCONJ	111	NA	NA
variant	variant	NUM	111	NA	NA
van	van	ADP	111	NA	NA
"	"	PUNCT	111	NA	NA
i	i	NOUN	111	NA	NA
"	"	PUNCT	111	NA	NA
en	en	CCONJ	111	NA	NA
doar	daar	ADV	111	NA	NA
ook	ook	ADV	111	NA	NA
			0	NA	NA
onder	onder	ADP	112	NA	NA
alfabetiseerd	alfabetiseren	VERB	112	NA	NA
,	,	PUNCT	112	NA	NA
zodat	zodat	SCONJ	112	NA	NA
woord	woord	NOUN	112	NA	NA
“	“	PUNCT	112	NA	NA
ympulsyf	ympulsyf	NOUN	112	NA	NA
"	"	PUNCT	112	NA	NA
in	in	ADP	112	NA	NA
Frais	Frais	PROPN	112	NA	NA
woordbouk	woordboek	NOUN	112	NA	NA
ook	ook	ADV	112	NA	NA
veur	voor	ADP	112	NA	NA
woord	woord	NOUN	112	NA	NA
"	"	PUNCT	112	NA	NA
inisjaasje	inisjaas	NOUN	112	NA	NA
”	”	PUNCT	112	NA	NA
staait	staan	VERB	112	NA	NA
.	.	PUNCT	112	NA	NA
Wieder	verder	ADJ	113	NA	NA
komt	komen	VERB	113	NA	NA
letter	letter	NOUN	113	NA	NA
“	“	PUNCT	113	NA	NA
c	e	NOUN	113	NA	NA
"	"	PUNCT	113	NA	NA
in	in	ADP	113	NA	NA
Frais	Frais	PROPN	113	NA	NA
allend	allend	ADV	113	NA	NA
veur	voor	ADP	113	NA	NA
in	in	ADP	113	NA	NA
kombinoatsie	kombinoatsie	NOUN	113	NA	NA
"	"	PUNCT	113	NA	NA
ch	ch	INTJ	113	NA	NA
"	"	PUNCT	113	NA	NA
.	.	PUNCT	113	NA	NA
De	de	DET	114	NA	NA
letters	letter	NOUN	114	NA	NA
"	"	PUNCT	114	NA	NA
v	v	PROPN	114	NA	NA
"	"	PUNCT	114	NA	NA
,	,	PUNCT	114	NA	NA
“	“	PUNCT	114	NA	NA
z	zullen	PRON	114	NA	NA
"	"	PUNCT	114	NA	NA
en	en	CCONJ	114	NA	NA
“	“	PUNCT	114	NA	NA
ch	ch	INTJ	114	NA	NA
”	”	PUNCT	114	NA	NA
			0	NA	NA
kommen	komen	VERB	115	NA	NA
noeit	noeit	ADV	115	NA	NA
aan	aan	ADP	115	NA	NA
begun	begin	NOUN	115	NA	NA
van	van	ADP	115	NA	NA
woord	woord	NOUN	115	NA	NA
en	en	CCONJ	115	NA	NA
letter	letter	NOUN	115	NA	NA
"	"	PUNCT	115	NA	NA
g	g	NOUN	115	NA	NA
"	"	PUNCT	115	NA	NA
noeit	noen	ADV	115	NA	NA
aan	aan	ADP	115	NA	NA
ìnd	ìnd	NOUN	115	NA	NA
van	van	ADP	115	NA	NA
n	een	DET	115	NA	NA
woord	woord	NOUN	115	NA	NA
.	.	PUNCT	115	NA	NA
t	het	DET	115	NA	NA
Karakteristieke	karakteristieke	NOUN	115	NA	NA
van	van	ADP	115	NA	NA
schreven	schrijven	VERB	115	NA	NA
Frais	Frais	PROPN	115	NA	NA
wordt	worden	AUX	115	NA	NA
vörmd	vörmd	VERB	115	NA	NA
deur	door	ADP	115	NA	NA
klanken	klank	NOUN	115	NA	NA
mit	met	ADP	115	NA	NA
diakritische	diakritisch	DET	115	NA	NA
tekens	teken	NOUN	115	NA	NA
(	(	PUNCT	115	NA	NA
"	"	PUNCT	115	NA	NA
â	â	NOUN	115	NA	NA
"	"	PUNCT	115	NA	NA
‚	‚	PUNCT	115	NA	NA
,	,	PUNCT	115	NA	NA
"	"	PUNCT	115	NA	NA
ê	ê	NOUN	115	NA	NA
"	"	PUNCT	115	NA	NA
,	,	PUNCT	115	NA	NA
"	"	PUNCT	115	NA	NA
6	6	NUM	115	NA	NA
"	"	PUNCT	115	NA	NA
,	,	PUNCT	115	NA	NA
"	"	PUNCT	115	NA	NA
û	û	NOUN	115	NA	NA
"	"	PUNCT	115	NA	NA
en	en	CCONJ	115	NA	NA
"	"	PUNCT	115	NA	NA
ú	ú	NOUN	115	NA	NA
”	”	PUNCT	115	NA	NA
)	)	PUNCT	115	NA	NA
,	,	PUNCT	115	NA	NA
dij	die	PRON	115	NA	NA
in	in	ADP	115	NA	NA
Nederlaands	Nederlaands	PROPN	115	NA	NA
nait	niet	PART	115	NA	NA
veurkommen	veurkomen	VERB	115	NA	NA
.	.	PUNCT	115	NA	NA
Nevven	Neffen	VERB	116	NA	NA
invloud	invloed	NOUN	116	NA	NA
van	van	ADP	116	NA	NA
Nederlaands	Nederlaands	PROPN	116	NA	NA
het	hebben	AUX	116	NA	NA
Frais	Frais	PROPN	116	NA	NA
deur	door	ADP	116	NA	NA
aiwen	aiwen	NOUN	116	NA	NA
hìn	heen	ADP	116	NA	NA
ook	ook	ADV	116	NA	NA
staarke	sterk	ADJ	116	NA	NA
invloud	invloed	NOUN	116	NA	NA
van	van	ADP	116	NA	NA
Fraans	Frans	PROPN	116	NA	NA
			0	NA	NA
ondergoan	ondergaan	VERB	117	NA	NA
.	.	PUNCT	117	NA	NA
Oldste	oud	ADJ	118	NA	NA
serie	serie	NOUN	118	NA	NA
Fraanse	Fraans	PROPN	118	NA	NA
lainwoorden	lainwooren	VERB	118	NA	NA
is	zijn	AUX	118	NA	NA
aiglieks	eiglijk	ADJ	118	NA	NA
allend	allend	ADV	118	NA	NA
veur	voor	ADP	118	NA	NA
toalkundegen	toalkundeg	NOUN	118	NA	NA
weer	weer	ADV	118	NA	NA
te	te	ADP	118	NA	NA
kennen	kunnen	VERB	118	NA	NA
.	.	PUNCT	118	NA	NA
t	het	PRON	118	NA	NA
Gaait	gaan	VERB	118	NA	NA
doarbie	oarbij	ADV	118	NA	NA
om	om	ADP	118	NA	NA
woorden	woord	NOUN	118	NA	NA
as	als	SCONJ	118	NA	NA
“	“	PUNCT	118	NA	NA
bist	zijn	AUX	118	NA	NA
"	"	PUNCT	118	NA	NA
/	/	PUNCT	118	NA	NA
"	"	PUNCT	118	NA	NA
beest	beest	NOUN	118	NA	NA
"	"	PUNCT	118	NA	NA
(	(	PUNCT	118	NA	NA
Oldfraans	Oldfrands	PROPN	118	NA	NA
"	"	PUNCT	118	NA	NA
beste	goed	ADJ	118	NA	NA
"	"	PUNCT	118	NA	NA
-	-	PUNCT	118	NA	NA
Nijfraans	Nijfrands	NOUN	118	NA	NA
“	“	PUNCT	118	NA	NA
bête	bêen	INTJ	118	NA	NA
"	"	PUNCT	118	NA	NA
)	)	PUNCT	118	NA	NA
,	,	PUNCT	118	NA	NA
"	"	PUNCT	118	NA	NA
duorje	duor	NOUN	118	NA	NA
"	"	PUNCT	118	NA	NA
(	(	PUNCT	118	NA	NA
“	“	PUNCT	118	NA	NA
durer	durer	ADJ	118	NA	NA
"	"	PUNCT	118	NA	NA
”	”	PUNCT	118	NA	NA
)	)	PUNCT	118	NA	NA
,	,	PUNCT	118	NA	NA
"	"	PUNCT	118	NA	NA
kâns	kân	NOUN	118	NA	NA
"	"	PUNCT	118	NA	NA
(	(	PUNCT	118	NA	NA
“	“	PUNCT	118	NA	NA
chance	chanc	ADJ	118	NA	NA
”	”	PUNCT	118	NA	NA
)	)	PUNCT	118	NA	NA
en	en	CCONJ	118	NA	NA
“	“	PUNCT	118	NA	NA
keatse	keats	NOUN	118	NA	NA
"	"	PUNCT	118	NA	NA
(	(	PUNCT	118	NA	NA
“	“	PUNCT	118	NA	NA
chasser	chasze	NOUN	118	NA	NA
”	”	PUNCT	118	NA	NA
)	)	PUNCT	118	NA	NA
.	.	PUNCT	118	NA	NA
t	het	PRON	118	NA	NA
Opnemen	opnemen	VERB	118	NA	NA
van	van	ADP	118	NA	NA
Fraanse	Fraans	PROPN	118	NA	NA
lainwoorden	lainwooren	NOUN	118	NA	NA
in	in	ADP	118	NA	NA
Frais	Frais	PROPN	118	NA	NA
zol	zullen	AUX	118	NA	NA
			0	NA	NA
middelkerwies	natuurlijk	ADV	119	NA	NA
via	via	ADP	119	NA	NA
Nederlaands	Nederlaands	PROPN	119	NA	NA
gongen	gaan	VERB	119	NA	NA
wezen	zijn	AUX	119	NA	NA
(	(	PUNCT	119	NA	NA
vergeliek	vergelijk	VERB	119	NA	NA
Nederlaandse	Nederlaands	PROPN	119	NA	NA
"	"	PUNCT	119	NA	NA
beest	beest	NOUN	119	NA	NA
"	"	PUNCT	119	NA	NA
,	,	PUNCT	119	NA	NA
"	"	PUNCT	119	NA	NA
duren	durven	VERB	119	NA	NA
"	"	PUNCT	119	NA	NA
,	,	PUNCT	119	NA	NA
“	“	PUNCT	119	NA	NA
kans	kans	NOUN	119	NA	NA
”	”	PUNCT	119	NA	NA
en	en	CCONJ	119	NA	NA
“	“	PUNCT	119	NA	NA
kaatsen	kaats	NOUN	119	NA	NA
”	”	PUNCT	119	NA	NA
)	)	PUNCT	119	NA	NA
.	.	PUNCT	119	NA	NA
Moar	maar	PROPN	120	NA	NA
Frais	Frais	PROPN	120	NA	NA
het	hebben	AUX	120	NA	NA
ook	ook	ADV	120	NA	NA
wat	wat	PRON	120	NA	NA
lainwoorden	lainwooren	NOUN	120	NA	NA
oet	uit	ADP	120	NA	NA
Fraans	Frans	PROPN	120	NA	NA
opnomen	opnemen	VERB	120	NA	NA
dij	hij	PRON	120	NA	NA
in	in	ADP	120	NA	NA
Nederlaands	Nederlaands	PROPN	120	NA	NA
nait	niet	PART	120	NA	NA
veurkommen	veurkomen	VERB	120	NA	NA
,	,	PUNCT	120	NA	NA
zo	zo	ADV	120	NA	NA
as	als	SCONJ	120	NA	NA
“	“	PUNCT	120	NA	NA
perfoarst	perfoarst	NOUN	120	NA	NA
”	”	PUNCT	120	NA	NA
(	(	PUNCT	120	NA	NA
“	“	PUNCT	120	NA	NA
par	par	CCONJ	120	NA	NA
force	forc	ADJ	120	NA	NA
”	”	PUNCT	120	NA	NA
)	)	PUNCT	120	NA	NA
,	,	PUNCT	120	NA	NA
“	“	PUNCT	120	NA	NA
argewaasje	alrgewaas	NOUN	120	NA	NA
”	”	PUNCT	120	NA	NA
"	"	PUNCT	120	NA	NA
(	(	PUNCT	120	NA	NA
“	“	PUNCT	120	NA	NA
"	"	PUNCT	120	NA	NA
arguer	arguer	NOUN	120	NA	NA
”	”	PUNCT	120	NA	NA
)	)	PUNCT	120	NA	NA
,	,	PUNCT	120	NA	NA
“	“	PUNCT	120	NA	NA
krupsje	krups	NOUN	120	NA	NA
”	”	PUNCT	120	NA	NA
(	(	PUNCT	120	NA	NA
“	“	PUNCT	120	NA	NA
corruption	corruption	NOUN	120	NA	NA
”	”	PUNCT	120	NA	NA
)	)	PUNCT	120	NA	NA
en	en	CCONJ	120	NA	NA
"	"	PUNCT	120	NA	NA
aljemint	aljemint	NOUN	120	NA	NA
”	”	PUNCT	120	NA	NA
(	(	PUNCT	120	NA	NA
C’alignement	C’alignement	INTJ	120	NA	NA
”	”	PUNCT	120	NA	NA
)	)	PUNCT	120	NA	NA
.	.	PUNCT	120	NA	NA
			0	NA	NA
Lèste	Lè	ADJ	121	NA	NA
aiv	aiv	PROPN	121	NA	NA
het	hebben	AUX	121	NA	NA
Frysk	Frysk	PROPN	121	NA	NA
noast	naast	ADP	121	NA	NA
dij	die	PRON	121	NA	NA
van	van	ADP	121	NA	NA
Nederlaands	Nederlaands	PROPN	121	NA	NA
veuraal	vooral	ADV	121	NA	NA
invloud	invloed	NOUN	121	NA	NA
van	van	ADP	121	NA	NA
Engels	Engels	PROPN	121	NA	NA
had	hebben	VERB	121	NA	NA
,	,	PUNCT	121	NA	NA
en	en	CCONJ	121	NA	NA
den	dan	ADV	121	NA	NA
veurnoamelk	veurnt	ADJ	121	NA	NA
van	van	ADP	121	NA	NA
Amerikoans	Amerikoans	PROPN	121	NA	NA
Engels	Engels	PROPN	121	NA	NA
.	.	PUNCT	121	NA	NA
Dit	dit	DET	122	NA	NA
onderandere	onderandere	NOUN	122	NA	NA
deur	door	ADP	122	NA	NA
media	media	NOUN	122	NA	NA
:	:	PUNCT	122	NA	NA
Amerikoanse	Amerikoans	ADJ	122	NA	NA
films	films	NOUN	122	NA	NA
,	,	PUNCT	122	NA	NA
Engelse	Engelse	PROPN	122	NA	NA
komputerprogrammeern	komputerprogrammeeren	VERB	122	NA	NA
,	,	PUNCT	122	NA	NA
enzoveurt	enzoveurt	NOUN	122	NA	NA
.	.	PUNCT	122	NA	NA
			0	NA	NA
Veur	voor	ADP	123	NA	NA
ontstoan	ontstaan	VERB	123	NA	NA
van	van	ADP	123	NA	NA
Frais	Frais	PROPN	123	NA	NA
mout	moeten	AUX	123	NA	NA
der	er	ADV	123	NA	NA
n	een	DET	123	NA	NA
aandere	ander	ADJ	123	NA	NA
toal	taal	NOUN	123	NA	NA
proat	spreken	VERB	123	NA	NA
wezen	zijn	AUX	123	NA	NA
,	,	PUNCT	123	NA	NA
meugelk	mogelijk	ADJ	123	NA	NA
deur	door	ADP	123	NA	NA
oorspronkelke	oorspronkelk	DET	123	NA	NA
bewoner	bewoder	NOUN	123	NA	NA
van	van	ADP	123	NA	NA
de	de	DET	123	NA	NA
Fraise	Fraise	PROPN	123	NA	NA
gebieden	gebijden	VERB	123	NA	NA
,	,	PUNCT	123	NA	NA
veur	voor	ADP	123	NA	NA
Germoanen	Germaan	PROPN	123	NA	NA
woar	waar	ADV	123	NA	NA
Fraizen	Fraizen	PROPN	123	NA	NA
van	van	ADP	123	NA	NA
oafstammen	oafstam	NOUN	123	NA	NA
.	.	PUNCT	123	NA	NA
Dizze	deze	DET	124	NA	NA
toal	taal	NOUN	124	NA	NA
wordt	worden	AUX	124	NA	NA
ook	ook	ADV	124	NA	NA
wel	wel	ADV	124	NA	NA
aanduud	aanduuden	VERB	124	NA	NA
as	als	SCONJ	124	NA	NA
Proto-Frais	Proto-Frais	PROPN	124	NA	NA
,	,	PUNCT	124	NA	NA
moar	maar	CCONJ	124	NA	NA
toalkundegen	toalkundeg	NOUN	124	NA	NA
binnen	zijn	AUX	124	NA	NA
der	er	ADV	124	NA	NA
nait	niet	PART	124	NA	NA
over	over	ADP	124	NA	NA
ais	eens	ADV	124	NA	NA
of	of	CCONJ	124	NA	NA
der	er	ADV	124	NA	NA
van	van	ADP	124	NA	NA
dizze	deze	DET	124	NA	NA
substroattoal	substroattaal	NOUN	124	NA	NA
in	in	ADP	124	NA	NA
tegenswoordege	tegenswoordig	NOUN	124	NA	NA
Frais	Frais	PROPN	124	NA	NA
nog	nog	ADV	124	NA	NA
spoorn	spooren	ADJ	124	NA	NA
weer	weer	ADV	124	NA	NA
te	te	ADP	124	NA	NA
vinden	vinden	VERB	124	NA	NA
binnen	zijn	AUX	124	NA	NA
.	.	PUNCT	124	NA	NA
Oldste	oud	ADJ	125	NA	NA
Frais	Frais	PROPN	125	NA	NA
het	het	AUX	125	NA	NA
in	in	ADP	125	NA	NA
rune-inskripsies	rune-inskripsies	NOUN	125	NA	NA
van	van	ADP	125	NA	NA
veur	voor	ADP	125	NA	NA
aachtste	alachtste	ADJ	125	NA	NA
aiw	aiw	NOUN	125	NA	NA
overleefd	overleven	VERB	125	NA	NA
.	.	PUNCT	125	NA	NA
n	een	DET	125	NA	NA
Betere	Beter	ADJ	125	NA	NA
bron	bron	NOUN	125	NA	NA
lieken	lijken	VERB	125	NA	NA
olle	oud	ADJ	125	NA	NA
plaknoamen	plaknoamen	NOUN	125	NA	NA
,	,	PUNCT	125	NA	NA
dij	die	PRON	125	NA	NA
veur	voor	ADP	125	NA	NA
eerst	eerst	ADV	125	NA	NA
sunt	sinds	ADP	125	NA	NA
700	700	NUM	125	NA	NA
spesifieke	spesifijk	ADJ	125	NA	NA
klankverschiensels	klankverschiensel	NOUN	125	NA	NA
zain	zien	VERB	125	NA	NA
luiten	laten	VERB	125	NA	NA
.	.	PUNCT	125	NA	NA
Der	er	ADV	126	NA	NA
wordt	worden	AUX	126	NA	NA
doarom	daarom	ADV	126	NA	NA
wel	wel	ADV	126	NA	NA
docht	denken	VERB	126	NA	NA
dat	dat	PRON	126	NA	NA
ontstoan	ontstaan	VERB	126	NA	NA
van	van	ADP	126	NA	NA
Frais	Frais	PROPN	126	NA	NA
as	als	SCONJ	126	NA	NA
oafzönderlke	oafzönderlijk	ADJ	126	NA	NA
toal	taal	NOUN	126	NA	NA
,	,	PUNCT	126	NA	NA
in	in	ADP	126	NA	NA
dij	die	DET	126	NA	NA
tied	tijd	NOUN	126	NA	NA
steevonden	steevonden	VERB	126	NA	NA
haar	hebben	AUX	126	NA	NA
.	.	PUNCT	126	NA	NA
Loatere	laat	ADJ	127	NA	NA
geschiednis	geschiednis	NOUN	127	NA	NA
van	van	ADP	127	NA	NA
Fraise	Fraise	ADJ	127	NA	NA
toal	taal	NOUN	127	NA	NA
wordt	worden	AUX	127	NA	NA
grofzain	grofzien	ADJ	127	NA	NA
opdaild	opdelen	VERB	127	NA	NA
in	in	ADP	127	NA	NA
drij	drie	NUM	127	NA	NA
tiedsflakken	tiedsflak	NOUN	127	NA	NA
,	,	PUNCT	127	NA	NA
noamelk	namelijk	ADV	127	NA	NA
dij	die	PRON	127	NA	NA
van	van	ADP	127	NA	NA
Oldfrais	Oldfrais	PROPN	127	NA	NA
(	(	PUNCT	127	NA	NA
+1150	+1150	NUM	127	NA	NA
-	-	PUNCT	127	NA	NA
+1550	+1550	NUM	127	NA	NA
)	)	PUNCT	127	NA	NA
,	,	PUNCT	127	NA	NA
Midfrais	Midfrais	PROPN	127	NA	NA
(	(	PUNCT	127	NA	NA
+1550	+1550	NUM	127	NA	NA
-	-	PUNCT	127	NA	NA
+1820	+1820	NUM	127	NA	NA
)	)	PUNCT	127	NA	NA
en	en	CCONJ	127	NA	NA
Nijfrais	Nijfrais	PROPN	127	NA	NA
(	(	PUNCT	127	NA	NA
+1820-	+1820-	ADJ	127	NA	NA
non	non	NOUN	127	NA	NA
)	)	PUNCT	127	NA	NA
.	.	PUNCT	127	NA	NA
Aantel	Aantel	ADJ	128	NA	NA
toalkundegen	toalkundeg	NOUN	128	NA	NA
zain	zien	VERB	128	NA	NA
Midfrais	Midfrais	PROPN	128	NA	NA
nait	niet	PART	128	NA	NA
as	als	SCONJ	128	NA	NA
apaarte	apart	ADJ	128	NA	NA
periode	periode	NOUN	128	NA	NA
moar	maar	CCONJ	128	NA	NA
as	als	SCONJ	128	NA	NA
dail	deel	NOUN	128	NA	NA
van	van	ADP	128	NA	NA
Nijfrais	Nijfrais	PROPN	128	NA	NA
.	.	PUNCT	128	NA	NA
Houwel	houwel	SCONJ	129	NA	NA
dat	dat	PRON	129	NA	NA
fansels	fansel	NOUN	129	NA	NA
in	in	ADP	129	NA	NA
de	de	DET	129	NA	NA
praktijk	praktijk	NOUN	129	NA	NA
al	al	ADV	129	NA	NA
laank	lang	ADJ	129	NA	NA
barde	barde	VERB	129	NA	NA
,	,	PUNCT	129	NA	NA
kregen	krijgen	VERB	129	NA	NA
de	de	DET	129	NA	NA
Fraizen	Fraizen	NOUN	129	NA	NA
in	in	ADP	129	NA	NA
1995	1995	NUM	129	NA	NA
wettelk	wettelijk	ADJ	129	NA	NA
recht	recht	NOUN	129	NA	NA
om	om	ADP	129	NA	NA
heur	haar	PRON	129	NA	NA
toal	taal	NOUN	129	NA	NA
in	in	ADP	129	NA	NA
de	de	DET	129	NA	NA
sweern	swaarn	NOUN	129	NA	NA
van	van	ADP	129	NA	NA
gemainteroaden	gemainteroaden	NOUN	129	NA	NA
en	en	CCONJ	129	NA	NA
Fraise	Fraise	PROPN	129	NA	NA
Stoaten	Staten	PROPN	129	NA	NA
te	te	ADP	129	NA	NA
bruken	gebruiken	VERB	129	NA	NA
.	.	PUNCT	129	NA	NA
In	in	ADP	130	NA	NA
1997	1997	NUM	130	NA	NA
wuiren	worden	AUX	130	NA	NA
bie	bij	ADP	130	NA	NA
wet	wet	ADJ	130	NA	NA
meugelkheden	mogelijkheid	NOUN	130	NA	NA
om	om	ADP	130	NA	NA
Frais	Frais	PROPN	130	NA	NA
in	in	ADP	130	NA	NA
rechtzoal	rechtzaal	NOUN	130	NA	NA
te	te	ADP	130	NA	NA
bruken	gebruiken	VERB	130	NA	NA
,	,	PUNCT	130	NA	NA
goudkeurd	goudkoren	INTJ	130	NA	NA
,	,	PUNCT	130	NA	NA
zodat	zodat	SCONJ	130	NA	NA
non	non	NOUN	130	NA	NA
onder	onder	ADP	130	NA	NA
meer	veel	ADV	130	NA	NA
ook	ook	ADV	130	NA	NA
openboar	openbaar	ADJ	130	NA	NA
			0	NA	NA
ministerie	ministerie	NOUN	131	NA	NA
en	en	CCONJ	131	NA	NA
rechterelke	rechterelijk	ADJ	131	NA	NA
macht	macht	NOUN	131	NA	NA
Frais	Frais	PROPN	131	NA	NA
offisjeel	offisjeel	NOUN	131	NA	NA
bruken	gebruiken	VERB	131	NA	NA
maggen	mogen	AUX	131	NA	NA
.	.	PUNCT	131	NA	NA
Inwoner	Inwoder	ADV	132	NA	NA
van	van	ADP	132	NA	NA
Fraislaand	Fraisland	PROPN	132	NA	NA
kinnen	kunnen	AUX	132	NA	NA
in	in	ADP	132	NA	NA
Frais	Frais	PROPN	132	NA	NA
mit	met	ADP	132	NA	NA
gemaintelke	gemaintelk	NOUN	132	NA	NA
